date,time,timestamp,F1/T,F2/T,F3/T,F4/T,F5/T,F6/T,F7/T,F8/T,F9/T,F10/T,F1/P,F2/P,F3/P,F4/P,F5/P,F6/P,F7/P,F8/P,F9/P,F10/P,F1/Avg_packet_size,F2/Avg_packet_size,F3/Avg_packet_size,F4/Avg_packet_size,F5/Avg_packet_size,F6/Avg_packet_size,F7/Avg_packet_size,F8/Avg_packet_size,F9/Avg_packet_size,F10/Avg_packet_size,F1/n_packets,F2/n_packets,F3/n_packets,F4/n_packets,F5/n_packets,F6/n_packets,F7/n_packets,F8/n_packets,F9/n_packets,F10/n_packets,F1/q_type,F2/q_type,F3/q_type,F4/q_type,F5/q_type,F6/q_type,F7/q_type,F8/q_type,F9/q_type,F10/q_type,Total/T,Total/P,F1_ips,F2_ips,F3_ips,F4_ips,F5_ips,F6_ips,F7_ips,F8_ips,F9_ips,F10_ips,traffic_level
2024-02-10,06:00,1707512400,0.0,0.0,0.0,76.65767901333334,0.0,5.639378933333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.468131666666666,0.0,6.280998333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0486505697446,0.0,112.23094311705756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5680879.0,0.0,3768599.0,0.0,0.0,0.0,0.0,Interactive_Web,Interactive_Web,Background_Sync,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Interactive_Web,Interactive_Web,Streaming_Media,Real_Time_Interactive,82.29705794666667,15.74913,* * 25.55%,* 150.37.0.0/16 24.41%,150.37.248.94 * 16.16%,* 150.37.248.94 6.60%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 6.32%,*:: 2001::/16 5.59%,203.190.176.0/20 * 4.57%,*:: 2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d 4.26%,* 133.0.0.0/8 3.75%,*:: *:: 2.79%,1
2025-05-27,12:30,1748316600,727.03433848,425.4007423066667,347.27650106666664,434.81739338666665,170.60523069333334,318.60830253333336,114.02367833333332,90.43185398666668,111.59720888,200.46399821333333,125.24297166666666,28.205453333333335,25.08036166666667,27.454931666666667,17.512345,18.426928333333333,27.454588333333337,8.256921666666667,10.02281,1.1268966666666669,725.62389011237,1885.27701221135,1730.8188458473185,1979.68710442368,1217.7497551965007,2161.295528817111,519.1467312719374,1369.0310026759366,1391.790437013173,22236.288843401788,75145783.0,16923272.0,15048217.0,16472959.0,10507407.0,11056157.0,16472753.0,4954153.0,6013686.0,676138.0,Background_Sync,Interactive_Web,Interactive_Web,Interactive_Web,Interactive_Web,Interactive_Web,Interactive_Web,Streaming_Media,Background_Sync,Real_Time_Interactive,2940.25924788,288.7842083333333,* * 29.65%,*:: *:: 15.37%,150.37.248.94 * 11.69%,* 202.0.0.0/8 10.71%,* 150.37.0.0/16 9.38%,* 202.203.193.116/30 6.23%,* 150.37.136.0/22 5.72%,* 133.0.0.0/8 3.97%,*:: 2001:f3ff:a30a::/48 3.66%,* 202.203.193.122/31 3.63%,4
2024-04-16,21:10,1713269400,527.80169836,0.0,274.47608705333334,0.0,0.0,0.0,90.47340628,0.0,0.0,17.79180785333333,79.43539,0.0,17.394419999999997,0.0,0.0,0.0,7.263685000000001,0.0,0.0,11.51309,830.5518773811019,0.0,1972.44351244058,0.0,0.0,0.0,1556.9474426547956,0.0,0.0,193.16933869766208,47661234.0,0.0,10436652.0,0.0,0.0,0.0,4358211.0,0.0,0.0,6907854.0,Background_Sync,Interactive_Web,Interactive_Web,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,910.5429995466668,115.606585,* * 38.41%,150.37.248.94 * 16.28%,* 150.37.0.0/16 13.84%,*:: 2001::/16 7.24%,* 202.203.193.120/30 4.75%,* 202.203.193.0/25 4.63%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.40%,* 202.203.193.116/30 4.18%,23.0.0.0/8 202.203.193.112/28 4.10%,*:: *:: 2.15%,2
2024-05-11,17:10,1715415000,265.3141364666667,0.0,0.0,0.0,0.0,19.91782101333333,0.0,0.0,0.0,0.0,40.701055,0.0,0.0,0.0,0.0,5.99059,0.0,0.0,0.0,0.0,814.8257350659175,0.0,0.0,0.0,0.0,415.6064138368118,0.0,0.0,0.0,0.0,24420633.0,0.0,0.0,0.0,0.0,3594354.0,0.0,0.0,0.0,0.0,Interactive_Web,Background_Sync,Real_Time_Interactive,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,285.23195748,46.691644999999994,* * 42.46%,150.37.248.94 * 16.13%,* 150.37.128.0/17 8.29%,203.190.187.182 * 8.11%,* 150.37.248.94 5.19%,*:: 2001:fe1d:be00::/39 5.03%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.58%,*:: 2001::/16 4.17%,203.190.176.0/20 * 3.63%,*:: *:: 2.41%,1
2025-09-12,05:30,1757622600,0.0,0.0,0.0,0.0,0.0,17.767851906666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.751801666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.3977670224031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851081.0,0.0,0.0,0.0,0.0,Interactive_Web,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Background_Sync,Real_Time_Interactive,Real_Time_Interactive,17.767851906666667,4.751801666666666,* * 32.64%,*:: *:: 13.44%,150.37.248.94 * 10.67%,* 150.37.0.0/16 9.13%,203.190.176.0/21 * 7.69%,*:: 2001:f3ff:a000::/38 7.37%,* 150.37.136.0/22 5.64%,203.190.182.202 * 5.04%,150.37.252.99 210.188.64.86 4.29%,* 202.203.193.0/24 4.08%,1
2025-06-12,11:00,1749693600,2026.3159749733331,2026.3159749733331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.5489016666667,198.5489016666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.7033393058057,1275.7033393058057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119129341.0,119129341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Background_Sync,Streaming_Media,Interactive_Web,Interactive_Web,Background_Sync,Background_Sync,Background_Sync,Interactive_Web,Interactive_Web,Real_Time_Interactive,4052.6319499466663,397.0978033333334,* * 34.14%,203.190.182.202 188.6.249.148 17.00%,* 150.37.128.0/17 11.30%,150.37.248.94 * 9.26%,*:: 2001::/16 6.34%,* 202.203.193.120/30 6.26%,* 202.203.193.116/30 5.99%,* 202.203.193.0/24 3.68%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 3.63%,*:: *:: 2.40%,5
2024-10-24,06:20,1729718400,0.0,0.0,0.0,0.0,0.0,8.260485066666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7308900000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.4062558344191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4038534.0,0.0,0.0,0.0,0.0,Interactive_Web,Streaming_Media,Background_Sync,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Streaming_Media,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,8.260485066666666,6.7308900000000005,* * 33.66%,150.37.248.94 * 23.53%,*:: *:: 11.52%,* 202.203.193.120/30 5.70%,* 202.203.193.116/30 5.22%,* 131.0.0.0/8 4.56%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.50%,* 150.37.192.0/18 4.19%,* 203.190.160.0/19 3.66%,203.190.160.0/19 * 3.47%,1
2024-08-31,18:10,1725095400,0.0,388.6892559866667,0.0,104.33615506666666,0.0,117.51841552,110.65244517333332,57.78854165333333,0.0,43.90527177333333,0.0,25.202223333333333,0.0,10.11624,0.0,8.431376666666667,10.306561666666669,17.302125,0.0,5.650733333333333,0.0,1927.8520135194424,0.0,1289.2160904973916,0.0,1742.2779838642402,1342.0145431623898,417.4959842601222,0.0,971.2295109189369,0.0,15121334.0,0.0,6069744.0,0.0,5058826.0,6183937.0,10381275.0,0.0,3390440.0,Background_Sync,Interactive_Web,Interactive_Web,Streaming_Media,Interactive_Web,Interactive_Web,Interactive_Web,Real_Time_Interactive,Interactive_Web,Real_Time_Interactive,822.8900851733334,77.00926,* * 36.70%,150.37.248.94 * 15.12%,150.37.158.57 * 9.19%,150.37.0.0/16 * 6.82%,203.190.176.0/21 * 6.41%,*:: 2001::/16 6.05%,*:: *:: 5.43%,203.190.178.175 1.67.93.160/28 5.30%,* 150.37.136.0/22 5.11%,203.190.178.175 1.67.93.176/28 3.87%,3
2025-03-29,07:30,1743201000,0.0,128.35756650666667,17.683945440000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.457283333333333,5.2855066666666675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.351176281703,418.21783972775864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16474370.0,3171304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interactive_Web,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Interactive_Web,Streaming_Media,Interactive_Web,Interactive_Web,146.04151194666667,32.74279,* * 30.30%,150.37.248.94 * 17.87%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 7.96%,* 163.45.186.240 7.59%,*:: 2001::/16 7.55%,* 150.37.0.0/16 7.21%,203.190.176.0/20 * 7.07%,* 150.37.136.0/23 6.59%,* 150.37.192.0/18 4.98%,*:: *:: 2.88%,1
2025-05-03,16:20,1746256800,0.0,0.0,206.82987906666665,279.0050877733333,86.00039897333333,0.0,0.0,36.351635333333334,85.44625141333333,0.0,0.0,0.0,20.0281,18.895971666666668,15.77719,0.0,0.0,10.518785,4.900035,0.0,0.0,0.0,1290.8730675068196,1845.6651283611327,681.3665723532939,0.0,0.0,431.9847222532514,2179.7357420236112,0.0,0.0,0.0,12016860.0,11337583.0,9466314.0,0.0,0.0,6311271.0,2940021.0,0.0,Background_Sync,Interactive_Web,Streaming_Media,Interactive_Web,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Interactive_Web,Interactive_Web,693.63325256,70.12008166666666,* * 24.31%,203.105.128.123 133.151.178.52 15.52%,150.37.248.94 * 13.91%,*:: *:: 12.64%,* 150.37.0.0/16 8.67%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 6.12%,* 150.37.136.0/23 5.68%,203.190.176.0/20 * 4.52%,* 150.37.192.0/18 4.35%,150.37.252.99 210.188.64.86 4.28%,2
2024-07-22,15:30,1721629800,1800.2460802533335,1800.2460802533335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.3807575,126.3807575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780.5777120117884,1780.5777120117884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75828454.5,75828454.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Background_Sync,Streaming_Media,Background_Sync,Interactive_Web,Real_Time_Interactive,Interactive_Web,Background_Sync,Interactive_Web,Interactive_Web,Background_Sync,3600.4921605066675,252.761515,* * 40.03%,150.37.248.94 * 15.29%,*:: *:: 10.08%,* 150.37.192.0/18 6.26%,150.37.158.57 * 5.37%,* 202.203.193.116/30 5.16%,* 150.37.136.0/22 4.70%,* 202.203.193.120/30 4.64%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.28%,*:: 2001:fe1d:be00::/39 4.19%,5
2024-05-08,21:40,1715172000,0.0,0.0,0.0,61.27960396,0.0,0.0,87.80340933333333,0.0,0.0,19.800397733333337,0.0,0.0,0.0,5.109640000000001,0.0,0.0,7.069988333333334,0.0,0.0,9.791703333333333,0.0,0.0,0.0,1499.1174515230034,0.0,0.0,1552.3966446903612,0.0,0.0,252.77008835030747,0.0,0.0,0.0,3065784.0,0.0,0.0,4241993.0,0.0,0.0,5875022.0,Streaming_Media,Background_Sync,Real_Time_Interactive,Streaming_Media,Streaming_Media,Interactive_Web,Streaming_Media,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,168.8834110266667,21.971331666666664,* * 41.26%,150.37.248.94 * 17.85%,*:: 2001::/16 8.17%,203.190.187.182 * 6.57%,* 150.37.0.0/16 5.83%,* 150.37.136.0/22 5.34%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.62%,* 150.37.248.94 4.05%,* 202.203.193.116/30 4.00%,*:: *:: 2.31%,2
2024-07-06,08:30,1720222200,0.0,181.92122354666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.166523333333338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.9774269006008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14499914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interactive_Web,Streaming_Media,Interactive_Web,Real_Time_Interactive,Background_Sync,Real_Time_Interactive,Real_Time_Interactive,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,181.92122354666665,24.166523333333338,* * 28.39%,150.37.248.94 * 16.48%,* 150.37.0.0/16 15.96%,*:: 2001::/16 11.35%,150.37.158.57 * 6.57%,* 150.37.248.94 4.94%,150.37.128.0/17 * 4.54%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.51%,* 150.37.136.0/23 4.32%,*:: *:: 2.93%,1
2023-11-30,15:00,1701324000,3187.208812053333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.55366000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.91457661653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173732196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Background_Sync,Interactive_Web,Background_Sync,Background_Sync,Interactive_Web,Interactive_Web,Streaming_Media,Streaming_Media,Background_Sync,Real_Time_Interactive,3187.208812053333,289.55366000000004,* * 32.60%,150.37.248.94 * 16.28%,* 163.45.0.0/16 14.67%,* 150.37.0.0/16 10.71%,* 202.203.193.112/28 5.62%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.93%,*:: 2001::/16 4.74%,* 157.90.128.0/20 4.34%,203.190.176.0/20 * 4.24%,*:: *:: 1.88%,5
2025-09-16,00:50,1757951400,0.0,108.75285450666668,0.0,0.0,0.0,0.0,0.0,0.0,36.180279666666664,0.0,0.0,27.81023,0.0,0.0,0.0,0.0,0.0,0.0,7.659851666666667,0.0,0.0,488.81677042344967,0.0,0.0,0.0,0.0,0.0,0.0,590.42069678895,0.0,0.0,16686138.0,0.0,0.0,0.0,0.0,0.0,0.0,4595911.0,0.0,Interactive_Web,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Background_Sync,Real_Time_Interactive,Real_Time_Interactive,144.93313417333334,35.470081666666665,* * 37.30%,150.37.248.94 * 11.16%,* 150.37.0.0/16 8.98%,*:: *:: 8.57%,203.190.176.0/21 * 8.35%,*:: 2001:fe1d:be00::/39 5.86%,* 150.37.192.0/18 5.40%,* 150.37.136.0/23 5.35%,2001::/16 *:: 4.75%,150.37.252.99 210.188.64.86 4.28%,1
2025-04-04,08:00,1743721200,0.0,0.0,81.27972717333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.745281666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.7360405702343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10047169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interactive_Web,Interactive_Web,Interactive_Web,Interactive_Web,Background_Sync,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,81.27972717333333,16.745281666666667,* * 31.81%,150.37.248.94 * 17.76%,*:: *:: 13.04%,* 150.37.128.0/17 10.53%,203.190.160.0/19 * 6.89%,185.195.118.54 202.198.246.114 4.35%,* 150.37.192.0/18 4.28%,150.37.252.99 210.188.64.86 4.11%,*:: 2001:fe1d:be00::/39 3.62%,* 202.203.193.0/24 3.59%,1
2024-07-30,17:30,1722328200,0.0,249.88276713333332,0.0,166.47530294666666,0.0,126.22970988,84.90887226666666,68.13155525333333,53.2488506,8.441961106666668,0.0,24.996245,0.0,9.160368333333334,0.0,8.685896666666668,6.580725,7.219771666666667,6.685058333333333,7.104495,0.0,1249.6015258158443,0.0,2271.678617180786,0.0,1816.590081661114,1612.8327856479846,1179.600242205259,995.6691464921148,148.5320403960216,0.0,14997747.0,0.0,5496221.0,0.0,5211538.0,3948435.0,4331863.0,4011035.0,4262697.0,Background_Sync,Interactive_Web,Interactive_Web,Interactive_Web,Interactive_Web,Interactive_Web,Streaming_Media,Real_Time_Interactive,Streaming_Media,Real_Time_Interactive,757.3190191866665,70.43256,* * 36.90%,150.37.248.94 * 13.78%,150.37.158.57 * 8.79%,*:: 2001::/16 8.00%,* 150.37.0.0/16 7.03%,*:: *:: 5.94%,* 150.37.192.0/18 5.71%,*:: 2001:fe1d:be00::/39 4.79%,* 150.37.136.0/23 4.55%,* 150.37.158.57 4.50%,3
2025-07-10,12:20,1752117600,3252.21309192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.8911866666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232.3052355465577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197934712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Background_Sync,Interactive_Web,Interactive_Web,Streaming_Media,Real_Time_Interactive,Interactive_Web,Interactive_Web,Background_Sync,Interactive_Web,Real_Time_Interactive,3252.21309192,329.8911866666666,* * 49.03%,*:: 2001::/16 10.36%,150.37.248.94 * 9.07%,* 150.37.128.0/17 7.30%,* 150.37.136.0/22 6.41%,* 133.0.0.0/8 4.43%,* 202.203.193.120/30 4.29%,*:: 2001:f3ff:a000::/38 4.29%,2001::/16 *:: 4.23%,*:: *:: 0.58%,5
2024-02-07,23:10,1707315000,0.0,0.0,58.97387916,107.68790674666668,102.00269574666667,0.0,0.0,33.845123093333335,0.0,0.0,0.0,0.0,9.381166666666664,11.252096666666668,12.496371666666668,0.0,0.0,8.974151666666666,0.0,0.0,0.0,0.0,785.8015060315881,1196.3093405703055,1020.323123258578,0.0,0.0,471.42510443419815,0.0,0.0,0.0,0.0,5628700.0,6751258.0,7497823.0,0.0,0.0,5384491.0,0.0,0.0,Background_Sync,Background_Sync,Real_Time_Interactive,Interactive_Web,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Streaming_Media,Real_Time_Interactive,302.5096047466667,42.103786666666664,* * 37.01%,150.37.248.94 * 20.43%,*:: 2001::/16 8.01%,* 150.37.32.0/19 7.95%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 5.58%,* 150.37.0.0/16 5.19%,* 150.37.248.94 4.87%,203.190.176.0/20 * 4.30%,* 150.37.136.0/22 4.29%,*:: *:: 2.36%,2
2025-06-16,07:50,1750027800,0.0,0.0,0.0,28.233571106666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.073393333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.9610268925481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5444036.0,0.0,0.0,0.0,0.0,0.0,0.0,Interactive_Web,Real_Time_Interactive,Streaming_Media,Real_Time_Interactive,Background_Sync,Real_Time_Interactive,Interactive_Web,Streaming_Media,Real_Time_Interactive,Interactive_Web,28.233571106666663,9.073393333333334,* * 27.59%,* 202.203.193.0/25 17.06%,*:: 2001::/16 12.82%,150.37.248.94 * 10.63%,* 150.37.0.0/16 10.13%,* 150.37.136.0/22 5.71%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.78%,203.190.176.0/20 * 4.64%,* 150.37.0.0/17 4.04%,*:: *:: 2.61%,1
2024-08-31,06:20,1725052800,400.08324357333333,79.18203538666667,0.0,0.0,0.0,0.0,0.0,0.0,19.67031264,0.0,72.41906666666667,25.199493333333333,0.0,0.0,0.0,0.0,0.0,0.0,7.662926666666666,0.0,690.5695937349832,392.7759297541433,0.0,0.0,0.0,0.0,0.0,0.0,320.8681469830065,0.0,43451440.0,15119696.0,0.0,0.0,0.0,0.0,0.0,0.0,4597756.0,0.0,Interactive_Web,Real_Time_Interactive,Interactive_Web,Streaming_Media,Interactive_Web,Real_Time_Interactive,Interactive_Web,Interactive_Web,Real_Time_Interactive,Interactive_Web,498.9355916,105.28148666666668,* * 36.70%,150.37.248.94 * 15.12%,150.37.158.57 * 9.19%,150.37.0.0/16 * 6.82%,203.190.176.0/21 * 6.41%,*:: 2001::/16 6.05%,*:: *:: 5.43%,203.190.178.175 1.67.93.160/28 5.30%,* 150.37.136.0/22 5.11%,203.190.178.175 1.67.93.176/28 3.87%,2
2024-03-09,22:40,1709991600,0.0,0.0,0.0,0.0,43.60629373333333,0.0,35.595518653333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.977516666666666,0.0,8.674825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.1597435073917,0.0,512.9140739630675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5386510.0,0.0,5204895.0,0.0,0.0,0.0,Interactive_Web,Background_Sync,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,Interactive_Web,Real_Time_Interactive,79.20181238666666,17.652341666666665,* * 30.48%,150.37.248.94 * 21.25%,* 150.37.0.0/16 10.00%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 7.13%,* 150.37.248.94 6.93%,203.190.163.122 * 6.42%,*:: 2001::/16 5.67%,203.190.176.0/20 * 5.14%,* 150.37.136.0/22 4.79%,*:: *:: 2.19%,1
2023-10-09,06:10,1696799400,0.0,0.0,0.0,0.0,11.003723426666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.088845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.39461225195214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2453307.0,0.0,0.0,0.0,0.0,0.0,Interactive_Web,Interactive_Web,Interactive_Web,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,Background_Sync,Streaming_Media,Real_Time_Interactive,Interactive_Web,11.003723426666664,4.088845,* * 31.46%,150.37.248.94 * 21.96%,* 150.37.0.0/16 9.05%,* 163.45.0.0/17 8.32%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 7.12%,*:: 2001::/16 6.11%,203.190.176.0/20 * 4.66%,* 163.45.0.0/16 4.48%,* 150.37.136.0/22 4.39%,*:: *:: 2.44%,1
2024-12-05,00:00,1733324400,506.3255860666667,180.05494490666666,0.0,252.53893381333333,0.0,0.0,159.43032094666663,0.0,0.0,0.0,66.87922,26.11711,0.0,22.018001666666667,0.0,0.0,8.637943333333332,0.0,0.0,0.0,946.3432476983631,861.7671753625624,0.0,1433.7071640092072,0.0,0.0,2307.1221179964523,0.0,0.0,0.0,40127532.0,15670266.0,0.0,13210801.0,0.0,0.0,5182766.0,0.0,0.0,0.0,Streaming_Media,Interactive_Web,Background_Sync,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,1098.3497857333334,123.652275,* * 37.87%,150.37.248.94 * 13.10%,*:: 2001::/16 12.38%,* 150.37.128.0/17 12.14%,* 202.203.193.120/30 5.61%,* 202.203.193.116/30 5.23%,2001::/16 *:: 4.69%,* 202.203.193.0/25 4.21%,203.190.176.0/20 * 4.08%,*:: *:: 0.68%,2
2025-06-17,13:20,1750134000,1631.40744606,1631.40744606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.110785,137.110785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1269.250440827945,1269.250440827945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96399855.0,96399855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Background_Sync,Interactive_Web,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,Interactive_Web,Background_Sync,Streaming_Media,Interactive_Web,Interactive_Web,3262.81489212,274.22157,* * 48.08%,150.37.248.94 * 10.86%,* 150.37.0.0/16 7.12%,* 150.37.136.0/22 6.26%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 5.35%,*:: 2001:fe1d:be00::/39 4.84%,*:: *:: 4.55%,*:: 2001:f3ff:a000::/38 4.42%,* 150.37.192.0/18 4.28%,* 202.203.193.120/31 4.23%,5
2025-08-29,02:10,1756401000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.03924584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.977085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.4772736208369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3586251.0,0.0,0.0,Interactive_Web,Interactive_Web,Interactive_Web,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,27.03924584,5.977085,* * 32.96%,* 150.37.0.0/16 12.70%,*:: 2001::/16 12.44%,150.37.248.94 * 12.02%,* 203.190.176.0/20 7.21%,* 150.37.192.0/18 6.08%,203.190.178.175 * 6.02%,2001::/16 *:: 5.20%,150.37.252.99 210.188.64.86 4.50%,*:: *:: 0.87%,1
2024-07-08,07:50,1720392600,0.0,81.40281162666666,57.935704693333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.212488333333333,14.266543333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.25219850389874,507.6186233385663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14527493.0,8559926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interactive_Web,Interactive_Web,Real_Time_Interactive,Interactive_Web,Interactive_Web,Real_Time_Interactive,Background_Sync,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,139.33851632,38.479031666666664,* * 32.10%,150.37.248.94 * 12.55%,*:: 2001::/16 12.03%,* 150.37.0.0/16 11.11%,150.37.158.57 * 6.85%,*:: *:: 5.97%,* 202.203.193.120/30 5.39%,* 150.37.158.57 5.03%,* 202.203.193.116/30 4.52%,* 150.37.136.0/22 4.45%,1
